tags_delimited,cnt
"java,redis,spring,spring-boot","96"
"java,redis,spring-boot","165"
"java,refactoring","322"
"java,reference","260"
"java,reflection","2876"
"java,reflection,scala","74"
"java,reflection,spring","66"
"java,regex","13071"
"java,regex,replace","162"
"java,regex,replace,string","153"
"java,regex,scala","56"
"java,regex,split","367"
"java,regex,split,string","322"
"java,regex,string","1760"
"java,regex,string,substring","44"
"java,regex,substring","45"
"java,regex,unicode","80"
"java,regex,url","54"
"java,regex,validation","132"
"java,regex,xml","120"
"java,registry","67"
"java,render","40"
"java,rendering","60"
"java,replace","152"
"java,replace,string","342"
"java,report","70"
"java,request","43"
"java,resize","47"
"java,resize,swing","106"
"java,resources","193"
"java,rest","1537"
"java,rest,servlets","48"
"java,rest,soap,web-services","46"
"java,rest,spring","749"
"java,rest,spring,spring-boot","391"
"java,rest,spring,spring-boot,spring-mvc","98"
"java,rest,spring,spring-mvc","330"
"java,rest,spring,spring-security","52"
"java,rest,spring,web-services","60"
"java,rest,spring-boot","474"
"java,rest,spring-boot,spring-mvc","43"
"java,rest,spring-mvc","124"
"java,rest,swagger","73"
"java,rest,tomcat","57"
"java,rest,web-services","374"
"java,rest,xml","38"
"java,retrofit","46"
"java,retrofit2","46"
"java,return","341"
"java,rotation","134"
"java,rotation,swing","44"
"java,rounding","247"
"java,rsa","237"
"java,rss","111"
"java,ruby","243"
"java,ruby,ruby-on-rails","46"
"java,ruby-on-rails","54"
"java,runtime","290"
"java,runtime-error","251"
"java,rx-java","605"
"java,salesforce","101"
"java,save","78"
"java,sbt","46"
"java,sbt,scala","164"
"java,scala","1650"
"java,scheduled-tasks","190"
"java,scheduled-tasks,spring","118"
"java,scheduled-tasks,spring,spring-boot","38"
"java,scheduled-tasks,spring-boot","41"
"java,scheduled-tasks,timer","37"
"java,scope","188"
"java,scope,spring","39"
"java,scope,variables","44"
"java,scripting","62"
"java,scroll,swing","81"
"java,scrollbar,swing","43"
"java,sdk","107"
"java,search","233"
"java,search,string","50"
"java,security","995"
"java,security,spring","107"
"java,security,spring,spring-mvc,spring-security","60"
"java,security,spring,spring-security","80"
"java,security,ssl","104"
"java,security,tomcat","39"
"java,selenium","3510"
"java,selenium,selenium-chromedriver","296"
"java,selenium,selenium-chromedriver,selenium-webdriver","426"
"java,selenium,selenium-chromedriver,selenium-webdriver,webdriver","46"
"java,selenium,selenium-chromedriver,webdriver","36"
"java,selenium,selenium-webdriver","2493"
"java,selenium,selenium-webdriver,testing","40"
"java,selenium,selenium-webdriver,testng","222"
"java,selenium,selenium-webdriver,webdriver","535"
"java,selenium,selenium-webdriver,webdriver,xpath","64"
"java,selenium,selenium-webdriver,xpath","288"
"java,selenium,testing","105"
"java,selenium,testng","415"
"java,selenium,testng,webdriver","57"
"java,selenium,webdriver","560"
"java,selenium,webdriver,xpath","58"
"java,selenium,xpath","362"
"java,selenium-chromedriver","76"
"java,selenium-chromedriver,selenium-webdriver","188"
"java,selenium-webdriver","2021"
"java,selenium-webdriver,testng","270"
"java,selenium-webdriver,webdriver","125"
"java,selenium-webdriver,xpath","134"
"java,sequence","47"
"java,serialization","1646"
"java,serialization,sockets","64"
"java,serialization,xml","73"
"java,serial-port","337"
"java,server","235"
"java,server,sockets","93"
"java,service","108"
"java,service,windows","37"
"java,servlets","3097"
"java,servlets,session","155"
"java,servlets,spring","221"
"java,servlets,spring,spring-boot","48"
"java,servlets,spring,spring-boot,spring-mvc","36"
"java,servlets,spring,spring-mvc","202"
"java,servlets,spring,tomcat","37"
"java,servlets,spring-boot","37"
"java,servlets,spring-mvc","86"
"java,servlets,tomcat","686"
"java,servlets,tomcat7","50"
"java,servlets,web-applications","71"
"java,servlets,web-services","38"
"java,servlets,xml","64"
"java,session","242"
"java,session,spring","73"
"java,session,spring,spring-mvc","71"
"java,session,spring,spring-security","46"
"java,session,tomcat","71"
"java,set","393"
"java,sftp","291"
"java,sftp,ssh","61"
"java,shared-libraries","36"
"java,sharepoint","55"
"java,shell","292"
"java,shell,unix","50"
"java,simulation","150"
"java,single-sign-on","150"
"java,singleton","384"
"java,singleton,spring","46"
"java,size,swing","50"
"java,sms","130"
"java,smtp","78"
"java,soap","682"
"java,soap,spring","80"
"java,soap,spring,spring-boot","38"
"java,soap,spring,web-services","79"
"java,soap,spring-boot","64"
"java,soap,web-services","606"
"java,soap,web-services,wsdl","275"
"java,soap,web-services,wsdl,xml","39"
"java,soap,web-services,xml","112"
"java,soap,wsdl","136"
"java,soap,xml","148"
"java,sockets","3168"
"java,sockets,ssl","121"
"java,sockets,stream","88"
"java,sockets,swing","77"
"java,sockets,tcp","420"
"java,sockets,udp","172"
"java,solr","663"
"java,sonarqube","1000"
"java,sorting","1684"
"java,sorting,string","83"
"java,sparql","358"
"java,special-characters","46"
"java,speech-recognition","100"
"java,split","432"
"java,split,string","651"
"java,spring","15547"
"java,spring,spring-batch","957"
"java,spring,spring-batch,spring-boot","319"
"java,spring,spring-batch,spring-integration","40"
"java,spring,spring-boot","8715"
"java,spring,spring-boot,spring-cloud","227"
"java,spring,spring-boot,spring-data","187"
"java,spring,spring-boot,spring-data,spring-data-jpa","181"
"java,spring,spring-boot,spring-data,spring-mvc","49"
"java,spring,spring-boot,spring-data-jpa","625"
"java,spring,spring-boot,spring-data-jpa,spring-mvc","117"
"java,spring,spring-boot,spring-integration","116"
"java,spring,spring-boot,spring-mvc","1472"
"java,spring,spring-boot,spring-mvc,spring-security","299"
"java,spring,spring-boot,spring-mvc,thymeleaf","167"
"java,spring,spring-boot,spring-mvc,tomcat","66"
"java,spring,spring-boot,spring-security","1071"
"java,spring,spring-boot,spring-webflux","226"
"java,spring,spring-boot,ssl","39"
"java,spring,spring-boot,swagger","110"
"java,spring,spring-boot,testing","65"
"java,spring,spring-boot,thymeleaf","272"
"java,spring,spring-boot,tomcat","285"
"java,spring,spring-boot,transactions","39"
"java,spring,spring-boot,unit-testing","87"
"java,spring,spring-boot,vaadin","38"
"java,spring,spring-boot,validation","108"
"java,spring,spring-boot,websocket","61"
"java,spring,spring-boot,yaml","103"
"java,spring,spring-cloud","226"
"java,spring,spring-data","389"
"java,spring,spring-data,spring-data-jpa","262"
"java,spring,spring-data,spring-mvc","73"
"java,spring,spring-data-jpa","603"
"java,spring,spring-data-jpa,spring-mvc","44"
"java,spring,spring-data-jpa,sql","37"
"java,spring,spring-integration","807"
"java,spring,spring-mvc","5045"
"java,spring,spring-mvc,spring-security","1008"
"java,spring,spring-mvc,spring-security,xml","39"
"java,spring,spring-mvc,thymeleaf","150"
"java,spring,spring-mvc,tomcat","193"
"java,spring,spring-mvc,unit-testing","46"
"java,spring,spring-mvc,validation","163"
"java,spring,spring-mvc,web-applications","36"
"java,spring,spring-mvc,xml","160"
"java,spring,spring-security","1755"
"java,spring,spring-webflux","330"
"java,spring,sql","125"
"java,spring,sql-server","38"
"java,spring,ssl","58"
"java,spring,struts2","69"
"java,spring,swagger","148"
"java,spring,testing","116"
"java,spring,thymeleaf","375"
"java,spring,tomcat","554"
"java,spring,tomcat7","36"
"java,spring,transactions","343"
"java,spring,unit-testing","195"
"java,spring,vaadin","88"
"java,spring,validation","240"
"java,spring,web","42"
"java,spring,web-applications","54"
"java,spring,weblogic","66"
"java,spring,web-services","196"
"java,spring,websocket","157"
"java,spring,websphere","53"
"java,spring,xml","412"
"java,spring,yaml","47"
"java,spring-batch","438"
"java,spring-batch,spring-boot","188"
"java,spring-boot","8410"
"java,spring-boot,spring-cloud","197"
"java,spring-boot,spring-data","123"
"java,spring-boot,spring-data,spring-data-jpa","99"
"java,spring-boot,spring-data-jpa","717"
"java,spring-boot,spring-data-jpa,spring-mvc","53"
"java,spring-boot,spring-integration","100"
"java,spring-boot,spring-mvc","485"
"java,spring-boot,spring-mvc,spring-security","67"
"java,spring-boot,spring-mvc,thymeleaf","74"
"java,spring-boot,spring-security","729"
"java,spring-boot,spring-webflux","284"
"java,spring-boot,sql","56"
"java,spring-boot,ssl","88"
"java,spring-boot,swagger","303"
"java,spring-boot,testing","68"
"java,spring-boot,thymeleaf","389"
"java,spring-boot,tomcat","267"
"java,spring-boot,unit-testing","127"
"java,spring-boot,vaadin","71"
"java,spring-boot,validation","124"
"java,spring-boot,websocket","71"
"java,spring-boot,xml","37"
"java,spring-boot,yaml","81"
"java,spring-cloud","146"
"java,spring-data","236"
"java,spring-data,spring-data-jpa","107"
"java,spring-data-jpa","445"
"java,spring-integration","321"
"java,spring-mvc","1923"
"java,spring-mvc,spring-security","230"
"java,spring-mvc,swagger","36"
"java,spring-mvc,thymeleaf","111"
"java,spring-mvc,tomcat","78"
"java,spring-mvc,validation","82"
"java,spring-security","640"
"java,spring-webflux","506"
"java,sql","2220"
"java,sql,sqlite","134"
"java,sql,sql-server","139"
"java,sql,swing","65"
"java,sqlite","565"
"java,sql-server","463"
"java,sql-server-2008","61"
"java,ssh","470"
"java,ssl","1489"
"java,ssl,ssl-certificate","233"
"java,ssl,tomcat","173"
"java,ssl,web-services","64"
"java,ssl-certificate","155"
"java,stack","593"
"java,static","954"
"java,static,variables","52"
"java,statistics","99"
"java,stored-procedures","55"
"java,stream","471"
"java,streaming","70"
"java,string","7302"
"java,string,substring","354"
"java,string,swing","143"
"java,string,switch-statement","40"
"java,string,text","36"
"java,string,unicode","88"
"java,string,variables","45"
"java,string,while-loop","49"
"java,string,xml","50"
"java,stripe-payments","78"
"java,structure","36"
"java,struts2","1000"
"java,struts2,tomcat","48"
"java,struts2,validation","62"
"java,sublimetext3","37"
"java,substring","225"
"java,sum","75"
"java,svg","170"
"java,svn","204"
"java,swagger","486"
"java,swift","48"
"java,swing","27485"
"java,swing,tabs","50"
"java,swing,text","93"
"java,swing,textfield","55"
"java,swing,timer","499"
"java,swing,tooltip","84"
"java,swing,user-interface","2922"
"java,swing,validation","95"
"java,swing,variables","42"
"java,swing,window","43"
"java,swing,windows","107"
"java,swing,xml","57"
"java,switch-statement","708"
"java,switch-statement,while-loop","44"
"java,swt","1466"
"java,swt,user-interface","107"
"java,synchronization","414"
"java,syntax","393"
"java,syntax-error","94"
"java,tcp","323"
"java,tdd","42"
"java,tdd,unit-testing","44"
"java,telegram,telegram-bot","64"
"java,telegram-bot","48"
"java,templates","138"
"java,tensorflow","80"
"java,terminal","158"
"java,testing","466"
"java,testing,testng","62"
"java,testing,unit-testing","128"
"java,testng","746"
"java,testng,unit-testing","95"
"java,text","248"
"java,textarea","38"
"java,textfield","65"
"java,text-files","195"
"java,textures","52"
"java,tfs","37"
"java,this","160"
"java,thread-safety","333"
"java,thymeleaf","225"
"java,time","695"
"java,time,timezone","44"
"java,time-complexity","221"
"java,timeout","125"
"java,timer","702"
"java,timestamp","226"
"java,timezone","432"
"java,token","73"
"java,tomcat","2955"
"java,tomcat,tomcat7","159"
"java,tomcat,ubuntu","50"
"java,tomcat,web-applications","120"
"java,tomcat,web-services","105"
"java,tomcat,websocket","75"
"java,tomcat,windows","52"
"java,tomcat,xml","44"
"java,tomcat7","262"
"java,transactions","193"
"java,tree","389"
"java,try-catch","556"
"java,try-catch,while-loop","36"
"java,twilio","121"
"java,twitter","386"
"java,type-conversion","239"
"java,types","338"
"java,ubuntu","453"
"java,udp","284"
"java,uml","352"
"java,unicode","427"
"java,unicode,utf-8","60"
"java,unit-testing","1090"
"java,unix","330"
"java,upload","38"
"java,uri","110"
"java,uri,url","40"
"java,url","521"
"java,url-rewriting","39"
"java,usb","111"
"java,user-input","140"
"java,user-interface","1490"
"java,utf-8","299"
"java,vaadin","1029"
"java,validation","585"
"java,validation,xml","53"
"java,validation,xml,xsd","102"
"java,variables","686"
"java,vb.net","59"
"java,vector","265"
"java,version","125"
"java,version-control","36"
"java,video","186"
"java,video-streaming","50"
"java,vim","54"
"java,virtual-machine","63"
"java,visual-studio-code","590"
"java,warnings","53"
"java,wcf","38"
"java,web","220"
"java,web-applications","388"
"java,web-crawler","180"
"java,webdriver","96"
"java,weblogic","527"
"java,web-scraping","122"
"java,webserver","51"
"java,web-services","1789"
"java,web-services,websphere","45"
"java,web-services,wsdl","261"
"java,web-services,xml","92"
"java,websocket","397"
"java,websphere","656"
"java,while-loop","1024"
"java,wildfly","367"
"java,winapi","129"
"java,window","61"
"java,windows","1403"
"java,windows-10","56"
"java,windows-7","125"
"java,windows-services","86"
"java,wordpress","38"
"java,workflow","90"
"java,wsdl","201"
"java,wso2","204"
"java,xhtml","39"
"java,xml","4610"
"java,xml,xml-parsing","611"
"java,xml,xml-parsing,xpath","54"
"java,xml,xpath","687"
"java,xml,xpath,xslt","51"
"java,xml,xquery","36"
"java,xml,xsd","424"
"java,xml,xslt","562"
"java,xml-parsing","372"
"java,xmpp","196"
"java,xpages","306"
"java,xpath","411"
"java,xquery","52"
"java,xsd","170"
"java,xslt","323"
"java,yaml","288"
"java,youtube","57"
"java,youtube,youtube-api","74"
"java,youtube-api","88"
"java,zip","521"
"java.util.scanner","63"
"java-8","991"
"java-8,javafx","49"
"java-8,java-stream","386"
"java-8,java-stream,lambda","97"
"java-8,lambda","153"
"java-8,spring","48"
"java-8,spring-boot","88"
"javafx","4633"
"javafx,javafx-8","957"
"javafx,javafx-8,tableview","43"
"javafx,kotlin","101"
"javafx,layout","46"
"javafx,listview","99"
"javafx,macos","37"
"javafx,maven","74"
"javafx,mouseevent","36"
"javafx,multithreading","61"
"javafx,netbeans","76"
"javafx,scala","44"
"javafx,swing","38"
"javafx,tableview","366"
"javafx,tabs","39"
"javafx,textarea","42"
"javafx,textfield","72"
"javafx,treeview","67"
"javafx,user-interface","96"
"javafx,webview","82"
"javafx-8","557"
"javafx-8,tableview","50"
"java-me","1418"
"java-me,mobile","82"
"java-me,netbeans","58"
"java-me,sms","37"
"java-native-interface","250"
"javascript","223067"
"javascript,javascript-objects","1433"
"javascript,javascript-objects,jquery","111"
"javascript,javascript-objects,json","99"
"javascript,javascript-objects,node.js","55"
"javascript,javascript-objects,object","126"
"javascript,javascript-objects,oop","47"
"javascript,javascript-objects,reactjs","52"
"javascript,javascript-objects,typescript","42"
"javascript,jestjs","864"
"javascript,jestjs,mocking","88"
"javascript,jestjs,mocking,reactjs","37"
"javascript,jestjs,mocking,unit-testing","96"
"javascript,jestjs,node.js","263"
"javascript,jestjs,node.js,typescript","74"
"javascript,jestjs,node.js,unit-testing","133"
"javascript,jestjs,react-hooks,reactjs","44"
"javascript,jestjs,reactjs","1079"
"javascript,jestjs,reactjs,react-native","88"
